#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 02 02 00 999 99.0 99.0  1.19  3.85  4.30   5 9999.0 999.0  14.4 999.0 99.0 99.00
2019 01 02 02 30 999 99.0 99.0  1.13  4.00  4.17 359 9999.0 999.0  14.3 999.0 99.0 99.00
2019 01 02 03 00 999 99.0 99.0  1.09  4.00  4.20 357 9999.0 999.0  14.3 999.0 99.0 99.00
2019 01 02 03 30 999 99.0 99.0  1.06 14.29  4.32 236 9999.0 999.0  14.3 999.0 99.0 99.00
2019 01 02 04 00 999 99.0 99.0  1.02 12.50  4.37 278 9999.0 999.0  14.2 999.0 99.0 99.00
2019 01 02 04 30 999 99.0 99.0  0.99 13.33  4.22 283 9999.0 999.0  14.2 999.0 99.0 99.00
2019 01 02 05 00 999 99.0 99.0  0.91 11.76  4.38 274 9999.0 999.0  14.2 999.0 99.0 99.00
2019 01 02 05 30 999 99.0 99.0  0.89 13.33  4.49 278 9999.0 999.0  14.3 999.0 99.0 99.00
2019 01 02 06 00 999 99.0 99.0  0.88  3.85  4.50 345 9999.0 999.0  14.3 999.0 99.0 99.00
2019 01 02 06 30 999 99.0 99.0  0.77 11.76  4.98 282 9999.0 999.0  14.5 999.0 99.0 99.00
2019 01 02 07 00 999 99.0 99.0  0.71 14.29  4.96 241 9999.0 999.0  14.9 999.0 99.0 99.00
2019 01 02 07 30 999 99.0 99.0  0.72 13.33  4.93 264 9999.0 999.0  15.1 999.0 99.0 99.00
2019 01 02 08 00 999 99.0 99.0  0.74 13.33  4.97 271 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 02 08 30 999 99.0 99.0  0.68 12.50  5.04 260 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 02 09 00 999 99.0 99.0  0.65 14.29  5.31 247 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 09 30 999 99.0 99.0  0.59 13.33  5.39 262 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 10 00 999 99.0 99.0  0.62 12.50  5.69 257 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 10 30 999 99.0 99.0  0.58 13.33  5.47 254 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 11 00 999 99.0 99.0  0.57 12.50  5.98 272 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 11 30 999 99.0 99.0  0.55 14.29  6.00 220 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 12 00 999 99.0 99.0  0.57 12.50  6.61 281 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 20 30 999 99.0 99.0  0.50 13.33  5.76 227 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 21 00 999 99.0 99.0  0.48 12.50  5.94 251 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 21 30 999 99.0 99.0  0.48 13.33  6.48 226 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 22 00 999 99.0 99.0  0.49 12.50  6.42 265 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 02 22 30 999 99.0 99.0  0.52 13.33  6.91 220 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 02 23 00 999 99.0 99.0  0.52 13.33  6.99 213 9999.0 999.0  15.3 999.0 99.0 99.00
