#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
#yr	mo	dy	hr	mn	deg	T m/s	m/s	m	sec	sec	deg	T   hPa	degC	degC	degC	mi	ft
2019	3	19	7	0	999	99	99	1.81	8.33	5.12	46	9999	999	20.6	999	99	99
2019	3	19	7	30	999	99	99	1.7	8.33	5.15	49	9999	999	20.6	999	99	99
2019	3	19	8	0	999	99	99	1.87	8.33	5.18	43	9999	999	20.6	999	99	99
2019	3	19	8	30	999	99	99	1.84	7.69	5.11	53	9999	999	20.6	999	99	99
2019	3	19	9	0	999	99	99	1.88	8.33	5.31	47	9999	999	20.6	999	99	99
2019	3	19	9	30	999	99	99	1.76	8.33	5.2	46	9999	999	20.5	999	99	99
2019	3	19	10	0	999	99	99	1.82	8.33	5.32	53	9999	999	20.5	999	99	99
2019	3	19	10	30	999	99	99	1.82	7.69	5.43	47	9999	999	20.5	999	99	99
2019	3	19	11	0	999	99	99	1.83	8.33	5.32	52	9999	999	20.5	999	99	99
2019	3	19	11	30	999	99	99	1.81	7.69	5.22	47	9999	999	20.5	999	99	99
2019	3	19	12	0	999	99	99	1.9	9.09	5.16	52	9999	999	20.5	999	99	99
2019	3	19	12	30	999	99	99	2.05	8.33	5.35	54	9999	999	20.4	999	99	99
2019	3	19	13	0	999	99	99	2.03	7.69	5.41	59	9999	999	20.4	999	99	99
2019	3	19	13	30	999	99	99	2.09	8.33	5.48	64	9999	999	20.4	999	99	99
2019	3	19	14	0	999	99	99	2.06	8.33	5.52	64	9999	999	20.4	999	99	99
2019	3	19	14	30	999	99	99	1.98	8.33	5.3	64	9999	999	20.3	999	99	99
2019	3	19	15	0	999	99	99	2	7.69	5.26	57	9999	999	20.3	999	99	99
2019	3	19	15	30	999	99	99	2.14	7.14	5.53	53	9999	999	20.3	999	99	99
2019	3	19	16	0	999	99	99	2.11	7.69	5.55	59	9999	999	20.3	999	99	99
2019	3	19	16	30	999	99	99	2.01	8.33	5.53	64	9999	999	20.3	999	99	99
2019	3	19	17	0	999	99	99	1.97	8.33	5.41	67	9999	999	20.3	999	99	99
2019	3	19	17	30	999	99	99	1.94	7.69	5.34	62	9999	999	20.3	999	99	99
2019	3	19	18	0	999	99	99	1.94	7.69	5.42	60	9999	999	20.3	999	99	99
2019	3	19	18	30	999	99	99	1.89	7.69	5.53	60	9999	999	20.3	999	99	99
2019	3	19	19	0	999	99	99	1.95	7.14	5.64	50	9999	999	20.3	999	99	99
2019	3	19	19	30	999	99	99	1.75	8.33	5.26	60	9999	999	20.3	999	99	99
2019	3	19	20	0	999	99	99	1.85	8.33	5.48	54	9999	999	20.3	999	99	99
2019	3	19	20	30	999	99	99	1.84	7.14	5.45	54	9999	999	20.3	999	99	99
2019	3	19	21	0	999	99	99	1.79	8.33	5.51	60	9999	999	20.3	999	99	99
2019	3	19	21	30	999	99	99	1.64	7.14	5.43	57	9999	999	20.4	999	99	99
2019	3	19	22	0	999	99	99	1.64	7.69	5.58	62	9999	999	20.4	999	99	99
2019	3	19	22	30	999	99	99	1.6	7.69	5.43	54	9999	999	20.4	999	99	99
2019	3	19	23	0	999	99	99	1.65	7.69	5.71	60	9999	999	20.4	999	99	99
2019	3	19	23	30	999	99	99	1.7	8.33	5.58	60	9999	999	20.4	999	99	99
2019	3	20	0	0	999	99	99	1.52	8.33	5.44	70	9999	999	20.4	999	99	99
2019	3	20	0	30	999	99	99	1.59	8.33	5.54	60	9999	999	20.5	999	99	99
2019	3	20	1	0	999	99	99	1.55	8.33	5.67	60	9999	999	20.5	999	99	99
2019	3	20	1	30	999	99	99	1.56	8.33	5.74	63	9999	999	20.5	999	99	99
2019	3	20	2	0	999	99	99	1.52	8.33	5.82	60	9999	999	20.5	999	99	99
2019	3	20	2	30	999	99	99	1.49	7.69	5.8	62	9999	999	20.5	999	99	99
2019	3	20	3	0	999	99	99	1.47	8.33	5.93	62	9999	999	20.5	999	99	99
2019	3	20	3	30	999	99	99	1.48	9.09	6.06	56	9999	999	20.4	999	99	99
2019	3	20	4	0	999	99	99	1.47	8.33	5.91	57	9999	999	20.4	999	99	99
2019	3	20	4	30	999	99	99	1.46	7.69	5.99	54	9999	999	20.3	999	99	99
2019	3	20	5	0	999	99	99	1.39	8.33	6	47	9999	999	20.3	999	99	99
2019	3	20	5	30	999	99	99	1.48	8.33	6.09	54	9999	999	20.3	999	99	99
2019	3	20	6	0	999	99	99	1.45	8.33	5.88	47	9999	999	20.3	999	99	99
2019	3	20	6	30	999	99	99	1.48	9.09	6.01	35	9999	999	20.4	999	99	99
2019	3	20	7	0	999	99	99	1.51	9.09	6.04	42	9999	999	20.4	999	99	99
2019	3	20	7	30	999	99	99	1.47	10.53	5.85	36	9999	999	20.4	999	99	99
2019	3	20	8	0	999	99	99	1.58	9.88	6.2	42	9999	999	20.3	999	99	99
2019	3	20	8	30	999	99	99	1.71	9.09	6.11	39	9999	999	20.3	999	99	99
2019	3	20	9	0	999	99	99	1.86	9.09	6.17	35	9999	999	20.3	999	99	99
2019	3	20	9	30	999	99	99	1.98	9.09	5.72	46	9999	999	20.3	999	99	99
2019	3	20	10	0	999	99	99	2.09	9.09	5.84	39	9999	999	20.3	999	99	99
2019	3	20	10	30	999	99	99	2.27	9.88	5.95	45	9999	999	20.3	999	99	99
2019	3	20	11	0	999	99	99	2.19	9.88	6.06	42	9999	999	20.3	999	99	99
2019	3	20	11	30	999	99	99	2.21	10.53	5.69	39	9999	999	20.3	999	99	99
2019	3	20	12	0	999	99	99	2.24	9.09	5.99	49	9999	999	20.3	999	99	99
2019	3	20	12	30	999	99	99	2.19	9.09	5.84	40	9999	999	20.3	999	99	99
2019	3	20	13	0	999	99	99	2.17	9.88	6.04	45	9999	999	20.3	999	99	99
2019	3	20	13	30	999	99	99	2.21	10.53	6.19	43	9999	999	20.3	999	99	99
2019	3	20	14	0	999	99	99	2.1	10.53	5.96	47	9999	999	20.3	999	99	99
2019	3	20	14	30	999	99	99	2.11	9.88	6.19	50	9999	999	20.4	999	99	99
2019	3	20	15	0	999	99	99	1.92	10.53	6.19	38	9999	999	20.4	999	99	99
2019	3	20	15	30	999	99	99	2.09	10.53	6.42	54	9999	999	20.5	999	99	99
2019	3	20	16	0	999	99	99	1.95	10.53	6.32	53	9999	999	20.5	999	99	99
2019	3	20	16	30	999	99	99	2.05	10.53	6.36	46	9999	999	20.6	999	99	99
2019	3	20	17	0	999	99	99	1.92	10.53	6.33	45	9999	999	20.6	999	99	99
2019	3	20	17	30	999	99	99	1.79	10.53	6.31	52	9999	999	20.7	999	99	99
2019	3	20	18	0	999	99	99	1.78	10.53	6.17	50	9999	999	20.6	999	99	99
2019	3	20	18	30	999	99	99	2.04	10.53	6.61	46	9999	999	20.6	999	99	99
2019	3	20	19	0	999	99	99	1.9	9.88	6.55	46	9999	999	20.6	999	99	99
2019	3	20	19	30	999	99	99	1.95	9.88	6.15	40	9999	999	20.5	999	99	99
2019	3	20	20	0	999	99	99	1.96	10.53	5.77	49	9999	999	20.5	999	99	99
2019	3	20	20	30	999	99	99	2.03	9.88	5.76	53	9999	999	20.4	999	99	99
2019	3	20	21	0	999	99	99	2.02	10.53	5.53	50	9999	999	20.4	999	99	99
2019	3	20	21	30	999	99	99	2.11	10.53	5.4	53	9999	999	20.4	999	99	99
2019	3	20	22	0	999	99	99	2.18	10.53	5.76	53	9999	999	20.4	999	99	99
2019	3	20	22	30	999	99	99	2.11	11.11	5.47	45	9999	999	20.4	999	99	99
2019	3	20	23	0	999	99	99	2.03	9.88	5.44	52	9999	999	20.3	999	99	99
2019	3	20	23	30	999	99	99	2.18	9.88	5.87	49	9999	999	20.4	999	99	99
2019	3	21	0	0	999	99	99	2.12	11.11	5.79	59	9999	999	20.3	999	99	99
2019	3	21	0	30	999	99	99	2.18	10.53	5.7	52	9999	999	20.3	999	99	99
2019	3	21	1	0	999	99	99	2.1	11.11	5.81	46	9999	999	20.3	999	99	99
2019	3	21	1	30	999	99	99	2.23	11.11	6.05	52	9999	999	20.3	999	99	99
2019	3	21	2	0	999	99	99	1.97	9.88	5.7	54	9999	999	20.3	999	99	99
2019	3	21	2	30	999	99	99	2.12	11.11	5.73	52	9999	999	20.3	999	99	99
2019	3	21	3	0	999	99	99	2.14	10.53	5.87	47	9999	999	20.3	999	99	99
2019	3	21	3	30	999	99	99	2.14	11.11	5.85	60	9999	999	20.3	999	99	99
2019	3	21	4	0	999	99	99	2.12	11.76	6.02	50	9999	999	20.2	999	99	99
2019	3	21	4	30	999	99	99	2.03	10.53	5.71	49	9999	999	20.2	999	99	99
2019	3	21	5	0	999	99	99	2.02	10.53	6.05	47	9999	999	20.2	999	99	99
2019	3	21	5	30	999	99	99	2.03	11.11	5.93	50	9999	999	20.2	999	99	99
2019	3	21	6	0	999	99	99	2.01	11.11	5.8	47	9999	999	20.2	999	99	99
2019	3	21	6	30	999	99	99	2.03	10.53	6.05	43	9999	999	20.2	999	99	99
2019	3	21	7	0	999	99	99	1.92	10.53	5.85	53	9999	999	20.1	999	99	99
2019	3	21	7	30	999	99	99	1.92	10.53	6.14	52	9999	999	20.1	999	99	99
2019	3	21	8	0	999	99	99	1.91	11.11	6.26	57	9999	999	20.1	999	99	99
2019	3	21	8	30	999	99	99	1.83	11.11	6.21	54	9999	999	20.1	999	99	99
2019	3	21	9	0	999	99	99	1.84	11.11	6.25	46	9999	999	20.1	999	99	99
2019	3	21	9	30	999	99	99	1.88	11.11	6.54	46	9999	999	20.1	999	99	99
2019	3	21	10	0	999	99	99	1.85	11.76	6.37	56	9999	999	20.1	999	99	99
2019	3	21	10	30	999	99	99	1.99	11.11	6.79	50	9999	999	20.1	999	99	99
2019	3	21	11	0	999	99	99	1.94	10.53	6.86	47	9999	999	20.1	999	99	99
2019	3	21	11	30	999	99	99	1.84	10.53	6.69	53	9999	999	20.1	999	99	99
2019	3	21	12	0	999	99	99	1.84	11.76	6.7	57	9999	999	20.1	999	99	99
2019	3	21	12	30	999	99	99	1.86	9.88	6.69	53	9999	999	20.1	999	99	99
2019	3	21	13	0	999	99	99	1.86	10.53	6.86	50	9999	999	20.1	999	99	99
2019	3	21	13	30	999	99	99	1.84	11.11	6.78	54	9999	999	20.1	999	99	99
2019	3	21	14	0	999	99	99	1.85	10.53	7.18	56	9999	999	20.1	999	99	99
2019	3	21	14	30	999	99	99	1.78	11.76	7.19	53	9999	999	20.1	999	99	99
2019	3	21	15	0	999	99	99	1.75	11.11	6.75	60	9999	999	20.1	999	99	99
2019	3	21	15	30	999	99	99	1.72	11.11	6.8	59	9999	999	20.1	999	99	99
2019	3	21	16	0	999	99	99	1.72	12.5	7.14	67	9999	999	20.2	999	99	99
2019	3	21	16	30	999	99	99	1.8	11.76	7.55	54	9999	999	20.2	999	99	99
2019	3	21	17	0	999	99	99	1.67	12.5	7.19	60	9999	999	20.2	999	99	99
2019	3	21	17	30	999	99	99	1.65	11.76	7.22	64	9999	999	20.3	999	99	99
2019	3	21	18	0	999	99	99	1.67	11.11	7.33	57	9999	999	20.3	999	99	99
2019	3	21	18	30	999	99	99	1.67	12.5	7.34	59	9999	999	20.3	999	99	99
2019	3	21	19	0	999	99	99	1.63	11.76	7.46	49	9999	999	20.3	999	99	99
2019	3	21	19	30	999	99	99	1.55	11.11	7.32	53	9999	999	20.4	999	99	99
2019	3	21	20	0	999	99	99	1.43	11.76	7.29	59	9999	999	20.4	999	99	99
2019	3	21	20	30	999	99	99	1.53	11.76	7.49	53	9999	999	20.4	999	99	99
2019	3	21	21	0	999	99	99	1.56	11.11	7.65	56	9999	999	20.5	999	99	99
2019	3	21	21	30	999	99	99	1.54	11.76	7.79	59	9999	999	20.6	999	99	99
2019	3	21	22	0	999	99	99	1.6	11.76	8.43	54	9999	999	20.6	999	99	99
2019	3	21	22	30	999	99	99	1.44	11.76	7.95	54	9999	999	20.5	999	99	99
2019	3	21	23	0	999	99	99	1.37	11.11	8.03	59	9999	999	20.4	999	99	99
2019	3	21	23	30	999	99	99	1.34	12.5	7.94	60	9999	999	20.4	999	99	99
2019	3	22	0	0	999	99	99	1.46	11.76	8.49	62	9999	999	20.4	999	99	99
2019	3	22	0	30	999	99	99	1.6	11.76	8.7	62	9999	999	20.3	999	99	99
2019	3	22	1	0	999	99	99	1.59	11.11	8.87	69	9999	999	20.3	999	99	99
2019	3	22	1	30	999	99	99	1.53	11.11	8.66	62	9999	999	20.3	999	99	99
2019	3	22	2	0	999	99	99	1.46	11.11	8.45	56	9999	999	20.3	999	99	99
2019	3	22	2	30	999	99	99	1.55	11.76	8.11	59	9999	999	20.3	999	99	99
2019	3	22	3	0	999	99	99	1.44	11.11	7.77	66	9999	999	20.3	999	99	99
2019	3	22	3	30	999	99	99	1.46	10.53	7.63	67	9999	999	20.2	999	99	99
2019	3	22	4	0	999	99	99	1.33	11.11	7.07	54	9999	999	20.2	999	99	99
2019	3	22	5	0	999	99	99	1.32	11.11	6.64	71	9999	999	20.2	999	99	99
2019	3	22	5	30	999	99	99	1.34	10.53	7.12	60	9999	999	20.2	999	99	99
2019	3	22	6	0	999	99	99	1.23	11.11	6.38	56	9999	999	20.2	999	99	99
2019	3	22	6	30	999	99	99	1.32	10.53	6.73	66	9999	999	20.2	999	99	99
2019	3	22	7	0	999	99	99	1.14	10.53	5.44	59	9999	999	20.2	999	99	99
2019	3	22	7	30	999	99	99	1.15	10.53	5.46	53	9999	999	20.2	999	99	99
2019	3	22	8	0	999	99	99	1.42	11.11	6.05	60	9999	999	20.2	999	99	99
2019	3	22	8	30	999	99	99	1.44	10.53	5.78	56	9999	999	20.2	999	99	99
2019	3	22	9	0	999	99	99	1.47	10.53	5.83	50	9999	999	20.1	999	99	99
2019	3	22	9	30	999	99	99	1.4	10.53	5.81	62	9999	999	20.1	999	99	99
2019	3	22	10	0	999	99	99	1.36	11.11	5.7	73	9999	999	20.1	999	99	99
2019	3	22	10	30	999	99	99	1.49	10.53	5.88	62	9999	999	20.1	999	99	99
2019	3	22	11	0	999	99	99	1.47	11.11	6.13	59	9999	999	20.1	999	99	99
2019	3	22	11	30	999	99	99	1.4	10.53	6.05	63	9999	999	20.1	999	99	99
2019	3	22	12	0	999	99	99	1.38	10.53	6.02	64	9999	999	20.1	999	99	99
2019	3	22	12	30	999	99	99	1.49	11.11	6.68	70	9999	999	20	999	99	99
2019	3	22	13	0	999	99	99	1.46	10.53	6.54	64	9999	999	20	999	99	99
2019	3	22	13	30	999	99	99	1.62	10.53	7.18	67	9999	999	20	999	99	99
2019	3	22	14	0	999	99	99	1.35	11.11	6.39	62	9999	999	20	999	99	99
2019	3	22	14	30	999	99	99	1.41	11.11	6.91	73	9999	999	20.1	999	99	99
2019	3	22	15	0	999	99	99	1.37	9.88	6.47	60	9999	999	20.1	999	99	99
2019	3	22	15	30	999	99	99	1.4	10.53	6.64	60	9999	999	20.1	999	99	99
2019	3	22	16	0	999	99	99	1.28	10.53	6.03	60	9999	999	20.1	999	99	99
2019	3	22	16	30	999	99	99	1.28	9.88	6.21	47	9999	999	20.2	999	99	99
2019	3	22	17	0	999	99	99	1.2	9.88	6.07	56	9999	999	20.2	999	99	99
2019	3	22	17	30	999	99	99	1.25	10.53	6.67	66	9999	999	20.3	999	99	99
2019	3	22	18	0	999	99	99	1.26	10.53	6.48	50	9999	999	20.4	999	99	99
2019	3	22	18	30	999	99	99	1.1	9.88	6.28	54	9999	999	20.4	999	99	99
2019	3	22	19	0	999	99	99	1.1	10.53	6.63	64	9999	999	20.5	999	99	99
2019	3	22	19	30	999	99	99	1.13	10.53	6.91	71	9999	999	20.6	999	99	99
2019	3	22	20	0	999	99	99	1.07	10.53	7.03	60	9999	999	20.8	999	99	99
2019	3	22	20	30	999	99	99	1.03	11.11	6.89	76	9999	999	20.8	999	99	99
2019	3	22	21	30	999	99	99	1.03	10.53	7.05	76	9999	999	20.8	999	99	99
2019	3	22	22	0	999	99	99	0.97	10.53	7.16	71	9999	999	20.7	999	99	99
2019	3	22	22	30	999	99	99	0.96	10.53	6.98	62	9999	999	20.7	999	99	99
2019	3	22	23	0	999	99	99	0.93	11.11	6.95	67	9999	999	20.6	999	99	99
2019	3	22	23	30	999	99	99	0.95	11.11	7.24	71	9999	999	20.6	999	99	99
2019	3	23	0	0	999	99	99	0.85	10.53	6.93	64	9999	999	20.5	999	99	99
2019	3	23	0	30	999	99	99	0.94	10.53	7.29	60	9999	999	20.4	999	99	99
2019	3	23	1	0	999	99	99	0.95	10.53	7.3	73	9999	999	20.4	999	99	99
2019	3	23	1	30	999	99	99	0.91	9.88	7.48	60	9999	999	20.5	999	99	99
2019	3	23	2	0	999	99	99	0.87	11.11	6.88	71	9999	999	20.4	999	99	99
2019	3	23	2	30	999	99	99	0.91	11.11	6.36	74	9999	999	20.4	999	99	99
2019	3	23	3	0	999	99	99	0.9	10.53	6.61	74	9999	999	20.4	999	99	99
2019	3	23	3	30	999	99	99	0.98	11.11	6.83	80	9999	999	20.4	999	99	99
2019	3	23	4	0	999	99	99	0.91	11.11	6.35	74	9999	999	20.3	999	99	99
2019	3	23	4	30	999	99	99	0.9	8.33	5.73	39	9999	999	20.3	999	99	99
2019	3	23	5	0	999	99	99	0.95	10.53	5.92	64	9999	999	20.3	999	99	99
2019	3	23	5	30	999	99	99	0.9	11.11	5.52	76	9999	999	20.3	999	99	99
2019	3	23	6	0	999	99	99	0.92	10.53	5.45	67	9999	999	20.3	999	99	99
2019	3	23	6	30	999	99	99	0.92	11.11	5.03	70	9999	999	20.3	999	99	99
2019	3	23	7	0	999	99	99	0.91	11.11	5.04	69	9999	999	20.3	999	99	99
2019	3	23	7	30	999	99	99	0.94	10.53	5	64	9999	999	20.3	999	99	99
2019	3	23	8	0	999	99	99	0.99	11.11	4.92	71	9999	999	20.3	999	99	99
2019	3	23	8	30	999	99	99	1	10.53	4.64	67	9999	999	20.3	999	99	99
2019	3	23	9	0	999	99	99	0.99	11.11	4.69	69	9999	999	20.2	999	99	99
2019	3	23	9	30	999	99	99	0.89	10.53	4.6	56	9999	999	20.2	999	99	99
2019	3	23	10	0	999	99	99	0.94	10.53	4.9	70	9999	999	20.3	999	99	99
2019	3	23	10	30	999	99	99	0.92	9.88	4.74	69	9999	999	20.4	999	99	99
2019	3	23	11	0	999	99	99	0.89	9.88	4.67	74	9999	999	20.4	999	99	99
2019	3	23	11	30	999	99	99	0.9	9.88	4.62	62	9999	999	20.4	999	99	99
2019	3	23	12	0	999	99	99	0.89	10.53	4.61	70	9999	999	20.4	999	99	99
2019	3	23	12	30	999	99	99	0.88	9.88	4.79	67	9999	999	20.4	999	99	99
2019	3	23	13	0	999	99	99	0.84	10.53	4.71	59	9999	999	20.4	999	99	99
2019	3	23	13	30	999	99	99	0.83	10.53	4.85	73	9999	999	20.4	999	99	99
2019	3	23	14	0	999	99	99	0.79	10.53	4.85	74	9999	999	20.5	999	99	99
2019	3	23	14	30	999	99	99	0.79	10.53	4.91	73	9999	999	20.6	999	99	99
2019	3	23	15	0	999	99	99	0.81	9.09	4.79	69	9999	999	20.6	999	99	99
2019	3	23	15	30	999	99	99	0.77	9.88	4.57	73	9999	999	20.6	999	99	99
2019	3	23	16	0	999	99	99	0.74	10.53	4.6	66	9999	999	20.7	999	99	99
2019	3	23	16	30	999	99	99	0.72	11.11	4.62	69	9999	999	20.7	999	99	99
2019	3	23	17	0	999	99	99	0.71	10.53	4.54	64	9999	999	20.8	999	99	99
2019	3	23	17	30	999	99	99	0.69	6.25	4.65	29	9999	999	20.9	999	99	99
2019	3	23	18	0	999	99	99	0.67	10.53	4.65	70	9999	999	21	999	99	99
2019	3	23	18	30	999	99	99	0.68	11.11	4.78	74	9999	999	21.2	999	99	99
2019	3	23	19	0	999	99	99	0.7	9.88	5	56	9999	999	21.4	999	99	99
2019	3	23	19	30	999	99	99	0.66	9.88	4.95	67	9999	999	21.5	999	99	99
2019	3	23	20	0	999	99	99	0.65	11.11	4.89	77	9999	999	21.4	999	99	99
2019	3	23	20	30	999	99	99	0.69	9.88	5.15	60	9999	999	21.5	999	99	99
2019	3	23	21	0	999	99	99	0.62	6.67	4.94	31	9999	999	21.5	999	99	99
2019	3	23	21	30	999	99	99	0.64	10.53	5.29	66	9999	999	21.5	999	99	99
2019	3	23	22	0	999	99	99	0.64	6.67	5.18	28	9999	999	21.4	999	99	99
2019	3	23	22	30	999	99	99	0.65	6.67	4.95	29	9999	999	21.2	999	99	99
2019	3	23	23	0	999	99	99	0.7	6.25	5.1	32	9999	999	21.1	999	99	99
2019	3	23	23	30	999	99	99	0.69	7.14	5.05	24	9999	999	20.9	999	99	99
2019	3	24	0	0	999	99	99	0.7	6.25	5.12	28	9999	999	20.9	999	99	99
2019	3	24	0	30	999	99	99	0.71	7.14	5.18	28	9999	999	20.8	999	99	99
2019	3	24	1	0	999	99	99	0.72	7.14	5.11	28	9999	999	20.6	999	99	99
2019	3	24	1	30	999	99	99	0.69	9.88	4.92	66	9999	999	20.6	999	99	99
2019	3	24	2	0	999	99	99	0.73	6.67	5.08	21	9999	999	20.6	999	99	99
2019	3	24	2	30	999	99	99	0.68	7.69	4.78	31	9999	999	20.6	999	99	99
2019	3	24	3	0	999	99	99	0.66	7.14	4.94	32	9999	999	20.7	999	99	99
2019	3	24	3	30	999	99	99	0.71	9.88	5.3	62	9999	999	20.7	999	99	99
2019	3	24	4	0	999	99	99	0.69	7.14	5.12	29	9999	999	20.7	999	99	99
2019	3	24	4	30	999	99	99	0.69	12.5	4.97	71	9999	999	20.7	999	99	99
2019	3	24	5	0	999	99	99	0.73	12.5	4.88	73	9999	999	20.7	999	99	99
2019	3	24	5	30	999	99	99	0.76	12.5	5.13	71	9999	999	20.6	999	99	99
2019	3	24	6	0	999	99	99	0.77	12.5	5.2	70	9999	999	20.6	999	99	99
2019	3	24	6	30	999	99	99	0.78	11.76	4.94	81	9999	999	20.6	999	99	99
2019	3	24	7	0	999	99	99	0.74	12.5	5	73	9999	999	20.7	999	99	99
2019	3	24	7	30	999	99	99	0.77	11.76	5.1	77	9999	999	20.7	999	99	99
2019	3	24	8	0	999	99	99	0.77	12.5	5.29	67	9999	999	20.6	999	99	99
2019	3	24	8	30	999	99	99	0.8	11.76	5.65	74	9999	999	20.6	999	99	99
2019	3	24	9	0	999	99	99	0.76	12.5	5.41	66	9999	999	20.7	999	99	99
2019	3	24	9	30	999	99	99	0.82	11.76	6.11	62	9999	999	20.7	999	99	99
2019	3	24	10	0	999	99	99	0.82	11.11	5.89	69	9999	999	20.7	999	99	99
2019	3	24	10	30	999	99	99	0.79	11.11	5.47	69	9999	999	20.6	999	99	99
2019	3	24	11	0	999	99	99	0.76	11.76	5.46	64	9999	999	20.7	999	99	99
2019	3	24	11	30	999	99	99	0.82	11.76	5.77	69	9999	999	20.6	999	99	99
2019	3	24	12	0	999	99	99	0.77	11.76	5.52	69	9999	999	20.6	999	99	99
2019	3	24	12	30	999	99	99	0.78	10.53	5.67	69	9999	999	20.6	999	99	99
2019	3	24	13	0	999	99	99	0.78	11.76	5.04	63	9999	999	20.7	999	99	99
2019	3	24	13	30	999	99	99	0.78	11.11	5.52	64	9999	999	20.7	999	99	99
2019	3	24	14	0	999	99	99	0.76	11.76	5.36	57	9999	999	20.7	999	99	99
2019	3	24	14	30	999	99	99	0.75	11.11	4.51	63	9999	999	20.7	999	99	99
2019	3	24	15	0	999	99	99	0.82	11.76	4.8	62	9999	999	20.7	999	99	99
2019	3	24	15	30	999	99	99	0.83	11.11	4.59	67	9999	999	20.8	999	99	99
2019	3	24	16	0	999	99	99	0.86	11.76	4.64	57	9999	999	20.9	999	99	99
2019	3	24	16	30	999	99	99	0.92	11.76	4.65	57	9999	999	20.9	999	99	99
2019	3	24	17	0	999	99	99	0.93	12.5	4.58	62	9999	999	21	999	99	99
2019	3	24	17	30	999	99	99	0.99	11.11	4.66	59	9999	999	21.1	999	99	99
2019	3	24	18	0	999	99	99	0.97	10.53	4.57	46	9999	999	21.3	999	99	99
2019	3	24	18	30	999	99	99	0.95	11.76	4.67	46	9999	999	21.5	999	99	99
2019	3	24	19	0	999	99	99	0.92	11.76	4.76	63	9999	999	21.5	999	99	99
2019	3	24	19	30	999	99	99	0.96	11.11	4.79	62	9999	999	21.6	999	99	99
2019	3	24	20	0	999	99	99	1	11.11	4.8	57	9999	999	21.5	999	99	99
2019	3	24	20	30	999	99	99	0.96	11.11	4.76	64	9999	999	21.5	999	99	99
2019	3	24	21	0	999	99	99	0.97	11.11	4.88	66	9999	999	21.8	999	99	99
2019	3	24	21	30	999	99	99	1.01	11.76	4.86	57	9999	999	21.8	999	99	99
2019	3	24	22	0	999	99	99	0.92	11.11	4.79	60	9999	999	21.8	999	99	99
2019	3	24	22	30	999	99	99	0.96	11.11	5	53	9999	999	21.8	999	99	99
2019	3	24	23	0	999	99	99	0.96	4.35	4.94	111	9999	999	21.8	999	99	99
2019	3	24	23	30	999	99	99	0.89	8.33	4.99	46	9999	999	21.7	999	99	99
2019	3	25	0	0	999	99	99	0.92	10.53	4.96	50	9999	999	21.7	999	99	99
2019	3	25	0	30	999	99	99	0.9	11.11	5.13	62	9999	999	21.7	999	99	99
2019	3	25	1	0	999	99	99	0.9	10.53	5.23	59	9999	999	21.5	999	99	99
2019	3	25	1	30	999	99	99	0.91	9.88	5.23	57	9999	999	21.5	999	99	99
2019	3	25	2	0	999	99	99	0.9	8.33	5.25	49	9999	999	21.4	999	99	99
2019	3	25	2	30	999	99	99	0.92	10.53	5.11	59	9999	999	21.5	999	99	99
2019	3	25	3	0	999	99	99	0.9	11.11	5.12	52	9999	999	21.7	999	99	99
2019	3	25	3	30	999	99	99	0.96	10.53	5.3	49	9999	999	21.8	999	99	99
2019	3	25	4	0	999	99	99	0.98	9.09	5.31	43	9999	999	21.7	999	99	99
2019	3	25	4	30	999	99	99	0.96	10.53	5.09	45	9999	999	21.7	999	99	99
2019	3	25	5	0	999	99	99	0.92	10.53	5.26	47	9999	999	21.6	999	99	99
2019	3	25	5	30	999	99	99	0.94	10.53	5.27	71	9999	999	21.9	999	99	99
2019	3	25	6	0	999	99	99	1	10.53	5.29	64	9999	999	21.9	999	99	99
2019	3	25	6	30	999	99	99	0.92	10.53	5.22	53	9999	999	21.9	999	99	99
2019	3	25	7	0	999	99	99	0.96	10.53	5.49	56	9999	999	21.9	999	99	99
2019	3	25	7	30	999	99	99	0.9	10.53	5.23	43	9999	999	21.9	999	99	99
2019	3	25	8	0	999	99	99	0.89	9.88	5.21	52	9999	999	21.9	999	99	99
2019	3	25	8	30	999	99	99	0.9	10.53	5.17	56	9999	999	21.9	999	99	99
2019	3	25	9	0	999	99	99	0.86	9.88	4.7	56	9999	999	21.8	999	99	99
2019	3	25	9	30	999	99	99	0.93	10.53	4.86	52	9999	999	21.7	999	99	99
2019	3	25	10	0	999	99	99	0.89	9.88	4.73	52	9999	999	21.7	999	99	99
2019	3	25	10	30	999	99	99	0.89	10.53	4.8	54	9999	999	21.6	999	99	99
2019	3	25	11	0	999	99	99	0.84	9.09	4.72	54	9999	999	21.5	999	99	99
2019	3	25	11	30	999	99	99	0.83	9.09	4.82	50	9999	999	21.5	999	99	99
2019	3	25	12	0	999	99	99	0.82	9.88	4.8	57	9999	999	21.9	999	99	99
2019	3	25	12	30	999	99	99	0.79	9.09	4.79	52	9999	999	22	999	99	99
2019	3	25	13	0	999	99	99	0.81	11.11	4.9	64	9999	999	21.9	999	99	99
2019	3	25	13	30	999	99	99	0.83	10.53	5.07	53	9999	999	21.9	999	99	99
2019	3	25	14	0	999	99	99	0.77	10.53	4.81	56	9999	999	22	999	99	99
2019	3	25	14	30	999	99	99	0.79	4.35	4.8	99	9999	999	22.1	999	99	99
