#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
#yr	mo	dy	hr	mn	deg	T m/s	m/s	m	sec	sec	deg	T   hPa	degC	degC	degC	mi	ft
2019	7	7	11	30	999	99	99	0.42	8.33	4.24	71	9999	999	27.2	999	99	99
2019	7	7	12	0	999	99	99	0.39	12.5	4.17	71	9999	999	27.2	999	99	99
2019	7	7	12	30	999	99	99	0.38	8.33	3.94	66	9999	999	27.3	999	99	99
2019	7	7	13	0	999	99	99	0.38	4.76	4.15	115	9999	999	27.3	999	99	99
2019	7	7	13	30	999	99	99	0.37	12.5	4.09	73	9999	999	27.4	999	99	99
2019	7	7	14	0	999	99	99	0.37	9.09	4.24	71	9999	999	27.5	999	99	99
2019	7	7	14	30	999	99	99	0.38	9.09	4.37	74	9999	999	27.7	999	99	99
2019	7	7	15	0	999	99	99	0.4	7.69	4.62	74	9999	999	27.7	999	99	99
2019	7	7	15	30	999	99	99	0.44	8.33	4.89	73	9999	999	27.8	999	99	99
2019	7	7	16	0	999	99	99	0.45	7.14	4.78	78	9999	999	27.8	999	99	99
2019	7	7	16	30	999	99	99	0.44	7.14	4.4	78	9999	999	27.5	999	99	99
2019	7	7	17	0	999	99	99	0.45	7.14	3.67	80	9999	999	27.4	999	99	99
2019	7	7	17	30	999	99	99	0.42	7.14	4	78	9999	999	27.5	999	99	99
2019	7	7	18	0	999	99	99	0.4	8.33	4.38	74	9999	999	27.7	999	99	99
2019	7	7	18	30	999	99	99	0.4	9.09	4.43	76	9999	999	27.7	999	99	99
2019	7	7	19	0	999	99	99	0.38	7.14	4.45	78	9999	999	27.6	999	99	99
2019	7	7	19	30	999	99	99	0.42	12.5	3.88	81	9999	999	27.6	999	99	99
2019	7	7	20	0	999	99	99	0.44	7.14	3.78	77	9999	999	27.7	999	99	99
2019	7	7	20	30	999	99	99	0.45	11.76	3.86	85	9999	999	27.6	999	99	99
2019	7	7	21	0	999	99	99	0.47	8.33	4.16	71	9999	999	27.6	999	99	99
2019	7	7	21	30	999	99	99	0.46	5	4.07	91	9999	999	27.6	999	99	99
2019	7	7	22	0	999	99	99	0.49	7.14	4.27	78	9999	999	27.5	999	99	99
2019	7	7	22	30	999	99	99	0.6	7.14	3.09	74	9999	999	27.3	999	99	99
2019	7	7	23	0	999	99	99	0.54	2.56	3.3	161	9999	999	27.2	999	99	99
2019	7	7	23	30	999	99	99	0.48	7.14	3.83	73	9999	999	27.3	999	99	99
2019	7	8	0	0	999	99	99	0.5	7.14	3.96	71	9999	999	27.2	999	99	99
2019	7	8	0	30	999	99	99	0.44	7.14	4.13	71	9999	999	27.1	999	99	99
2019	7	8	1	0	999	99	99	0.42	7.69	3.91	73	9999	999	27.1	999	99	99
2019	7	8	1	30	999	99	99	0.43	7.14	4.02	78	9999	999	27.1	999	99	99
2019	7	8	2	0	999	99	99	0.44	8.33	4.03	71	9999	999	27.1	999	99	99
2019	7	8	2	30	999	99	99	0.4	7.14	4.23	77	9999	999	27	999	99	99
2019	7	8	3	0	999	99	99	0.39	7.14	4.48	80	9999	999	27	999	99	99
2019	7	8	3	30	999	99	99	0.39	12.5	4.66	85	9999	999	26.9	999	99	99
2019	7	8	4	0	999	99	99	0.37	8.33	4.84	80	9999	999	26.8	999	99	99
2019	7	8	4	30	999	99	99	0.35	9.09	4.86	78	9999	999	26.8	999	99	99
2019	7	8	5	0	999	99	99	0.33	10.53	4.94	83	9999	999	26.8	999	99	99
2019	7	8	5	30	999	99	99	0.34	11.11	5.22	77	9999	999	26.7	999	99	99
2019	7	8	6	0	999	99	99	0.34	9.09	5.32	80	9999	999	26.7	999	99	99
2019	7	8	6	30	999	99	99	0.38	9.09	5.6	80	9999	999	26.7	999	99	99
2019	7	8	7	0	999	99	99	0.39	8.33	5.93	74	9999	999	26.6	999	99	99
2019	7	8	7	30	999	99	99	0.37	9.09	5.8	77	9999	999	26.6	999	99	99
2019	7	8	8	0	999	99	99	0.38	8.33	5.61	78	9999	999	26.6	999	99	99
2019	7	8	8	30	999	99	99	0.36	9.88	5.5	80	9999	999	26.5	999	99	99
2019	7	8	9	0	999	99	99	0.39	9.88	5.73	81	9999	999	26.5	999	99	99
2019	7	8	9	30	999	99	99	0.41	9.09	5.97	80	9999	999	26.5	999	99	99
2019	7	8	10	0	999	99	99	0.39	10.53	5.93	80	9999	999	26.5	999	99	99
2019	7	8	10	30	999	99	99	0.38	7.14	5.43	84	9999	999	26.5	999	99	99
2019	7	8	11	0	999	99	99	0.38	9.09	5.41	80	9999	999	26.5	999	99	99
2019	7	8	11	30	999	99	99	0.35	7.14	5.15	77	9999	999	26.5	999	99	99
2019	7	8	12	0	999	99	99	0.37	9.88	5.79	78	9999	999	26.5	999	99	99
2019	7	8	12	30	999	99	99	0.34	10.53	5.33	78	9999	999	26.5	999	99	99
2019	7	8	13	0	999	99	99	0.34	10.53	5.31	77	9999	999	26.6	999	99	99
2019	7	8	13	30	999	99	99	0.33	9.88	5.42	81	9999	999	26.6	999	99	99
2019	7	8	14	0	999	99	99	0.31	9.09	5.35	76	9999	999	26.6	999	99	99
2019	7	8	14	30	999	99	99	0.31	9.09	5.49	78	9999	999	26.7	999	99	99
2019	7	8	15	0	999	99	99	0.32	9.88	5.63	83	9999	999	26.9	999	99	99
2019	7	8	15	30	999	99	99	0.32	11.11	5.29	84	9999	999	27.2	999	99	99
2019	7	8	16	0	999	99	99	0.29	9.09	5.12	80	9999	999	27.5	999	99	99
2019	7	8	16	30	999	99	99	0.29	9.88	5.88	83	9999	999	27.1	999	99	99
2019	7	8	17	0	999	99	99	0.3	9.09	6.22	84	9999	999	27.4	999	99	99
2019	7	8	17	30	999	99	99	0.33	9.88	6.28	84	9999	999	27.5	999	99	99
2019	7	8	18	0	999	99	99	0.31	9.09	5.94	81	9999	999	27.4	999	99	99
2019	7	8	18	30	999	99	99	0.31	9.09	5.77	81	9999	999	27.4	999	99	99
2019	7	8	19	0	999	99	99	0.32	8.33	5.02	78	9999	999	27.3	999	99	99
2019	7	8	19	30	999	99	99	0.37	9.09	3.55	83	9999	999	27.2	999	99	99
2019	7	8	20	0	999	99	99	0.45	10.53	3.28	85	9999	999	27.1	999	99	99
2019	7	8	20	30	999	99	99	0.48	9.88	2.86	81	9999	999	26.9	999	99	99
2019	7	8	21	0	999	99	99	0.55	2.63	2.8	184	9999	999	26.8	999	99	99
2019	7	8	21	30	999	99	99	0.55	2.7	3.01	171	9999	999	26.7	999	99	99
2019	7	8	22	0	999	99	99	0.45	9.88	3.17	98	9999	999	26.6	999	99	99
2019	7	8	22	30	999	99	99	0.44	8.33	3.49	92	9999	999	26.7	999	99	99
2019	7	8	23	0	999	99	99	0.47	3.45	3.4	156	9999	999	26.6	999	99	99
2019	7	8	23	30	999	99	99	0.44	3.33	3.22	154	9999	999	26.5	999	99	99
2019	7	9	0	0	999	99	99	0.43	9.88	3.17	95	9999	999	26.4	999	99	99
2019	7	9	0	30	999	99	99	0.38	9.09	3.44	84	9999	999	26.4	999	99	99
2019	7	9	1	0	999	99	99	0.37	9.88	4	84	9999	999	26.3	999	99	99
2019	7	9	1	30	999	99	99	0.37	9.88	3.97	81	9999	999	26.3	999	99	99
2019	7	9	2	0	999	99	99	0.39	9.88	3.77	97	9999	999	26.3	999	99	99
2019	7	9	2	30	999	99	99	0.37	9.88	3.68	81	9999	999	26.3	999	99	99
2019	7	9	3	0	999	99	99	0.37	9.88	3.82	84	9999	999	26.4	999	99	99
2019	7	9	3	30	999	99	99	0.36	5.26	3.49	105	9999	999	26.5	999	99	99
2019	7	9	4	0	999	99	99	0.37	9.88	3.91	80	9999	999	26.5	999	99	99
2019	7	9	4	30	999	99	99	0.37	9.88	3.74	74	9999	999	26.4	999	99	99
2019	7	9	5	0	999	99	99	0.38	9.88	3.96	84	9999	999	26.4	999	99	99
2019	7	9	5	30	999	99	99	0.38	9.09	3.78	84	9999	999	26.3	999	99	99
2019	7	9	6	0	999	99	99	0.4	9.09	3.57	90	9999	999	26.2	999	99	99
2019	7	9	6	30	999	99	99	0.38	9.09	3.3	83	9999	999	26.2	999	99	99
2019	7	9	7	0	999	99	99	0.39	9.88	3.19	73	9999	999	26.2	999	99	99
2019	7	9	7	30	999	99	99	0.42	2.44	2.99	144	9999	999	26.2	999	99	99
2019	7	9	8	0	999	99	99	0.41	2.7	2.99	140	9999	999	26.2	999	99	99
2019	7	9	8	30	999	99	99	0.41	2.7	2.93	142	9999	999	26.1	999	99	99
2019	7	9	9	0	999	99	99	0.39	2.63	2.9	142	9999	999	26.1	999	99	99
2019	7	9	9	30	999	99	99	0.4	2.86	2.83	140	9999	999	26.1	999	99	99
2019	7	9	10	0	999	99	99	0.44	2.94	2.74	137	9999	999	26.1	999	99	99
2019	7	9	10	30	999	99	99	0.45	2.56	2.66	146	9999	999	26	999	99	99
2019	7	9	11	0	999	99	99	0.42	2.7	2.71	142	9999	999	25.9	999	99	99
2019	7	9	11	30	999	99	99	0.44	2.78	2.8	137	9999	999	26.1	999	99	99
2019	7	9	12	0	999	99	99	0.45	2.78	2.89	133	9999	999	26.1	999	99	99
2019	7	9	12	30	999	99	99	0.41	2.94	2.82	139	9999	999	26.2	999	99	99
2019	7	9	13	0	999	99	99	0.41	2.7	2.88	137	9999	999	26.2	999	99	99
2019	7	9	13	30	999	99	99	0.44	9.88	3.11	71	9999	999	26.5	999	99	99
2019	7	9	14	0	999	99	99	0.46	9.88	3.25	77	9999	999	26.2	999	99	99
2019	7	9	14	30	999	99	99	0.47	3.45	3.07	132	9999	999	26.3	999	99	99
2019	7	9	15	0	999	99	99	0.37	3.03	3.13	133	9999	999	26.6	999	99	99
2019	7	9	15	30	999	99	99	0.36	2.7	3.11	143	9999	999	26.7	999	99	99
2019	7	9	16	0	999	99	99	0.35	9.88	3.31	77	9999	999	26.5	999	99	99
2019	7	9	16	30	999	99	99	0.33	9.09	3.2	80	9999	999	26.6	999	99	99
2019	7	9	17	0	999	99	99	0.32	9.88	3.17	83	9999	999	26.8	999	99	99
2019	7	9	17	30	999	99	99	0.34	9.88	3.42	83	9999	999	26.7	999	99	99
2019	7	9	18	0	999	99	99	0.31	9.09	3.34	80	9999	999	27.7	999	99	99
2019	7	9	18	30	999	99	99	0.34	9.09	2.93	80	9999	999	27.7	999	99	99
2019	7	9	19	0	999	99	99	0.4	9.09	2.93	80	9999	999	27.8	999	99	99
2019	7	9	19	30	999	99	99	0.5	2.56	2.88	140	9999	999	27.8	999	99	99
2019	7	9	20	0	999	99	99	0.49	2.78	2.82	140	9999	999	27.8	999	99	99
2019	7	9	20	30	999	99	99	0.52	3.03	2.91	136	9999	999	27.8	999	99	99
2019	7	9	21	0	999	99	99	0.54	3.03	2.88	143	9999	999	27.6	999	99	99
2019	7	9	21	30	999	99	99	0.47	2.86	2.83	147	9999	999	27.7	999	99	99
2019	7	9	22	0	999	99	99	0.37	2.86	2.88	144	9999	999	27.8	999	99	99
2019	7	9	22	30	999	99	99	0.31	2.63	3.06	147	9999	999	27.8	999	99	99
2019	7	9	23	0	999	99	99	0.31	3.03	3.16	136	9999	999	27.7	999	99	99
2019	7	9	23	30	999	99	99	0.3	3.03	3.39	135	9999	999	27.5	999	99	99
2019	7	10	0	0	999	99	99	0.3	3.12	3.41	133	9999	999	27.3	999	99	99
2019	7	10	0	30	999	99	99	0.28	2.86	3.29	133	9999	999	27.2	999	99	99
2019	7	10	1	0	999	99	99	0.28	2.86	3.35	132	9999	999	27	999	99	99
2019	7	10	1	30	999	99	99	0.28	9.09	3.55	74	9999	999	26.9	999	99	99
2019	7	10	2	0	999	99	99	0.32	3.03	3.52	133	9999	999	27	999	99	99
2019	7	10	2	30	999	99	99	0.36	9.09	3.59	77	9999	999	26.9	999	99	99
2019	7	10	3	0	999	99	99	0.33	2.86	3.49	129	9999	999	26.7	999	99	99
2019	7	10	3	30	999	99	99	0.36	2.86	3.59	135	9999	999	26.6	999	99	99
2019	7	10	4	0	999	99	99	0.38	2.94	3.63	135	9999	999	26.5	999	99	99
2019	7	10	4	30	999	99	99	0.38	9.09	3.73	77	9999	999	26.5	999	99	99
2019	7	10	5	0	999	99	99	0.38	9.09	3.75	76	9999	999	26.7	999	99	99
2019	7	10	5	30	999	99	99	0.42	3.7	3.66	128	9999	999	26.7	999	99	99
2019	7	10	6	0	999	99	99	0.47	3.85	3.65	125	9999	999	26.5	999	99	99
2019	7	10	6	30	999	99	99	0.48	3.7	3.78	123	9999	999	26.4	999	99	99
2019	7	10	7	0	999	99	99	0.46	4	3.74	121	9999	999	26.4	999	99	99
2019	7	10	7	30	999	99	99	0.47	3.85	3.89	116	9999	999	26.4	999	99	99
2019	7	10	8	0	999	99	99	0.44	3.7	3.73	118	9999	999	26.4	999	99	99
2019	7	10	8	30	999	99	99	0.43	4.35	3.96	118	9999	999	26.4	999	99	99
2019	7	10	9	0	999	99	99	0.42	8.33	4.1	76	9999	999	26.3	999	99	99
2019	7	10	9	30	999	99	99	0.4	9.09	4.11	78	9999	999	26.3	999	99	99
2019	7	10	10	0	999	99	99	0.37	9.88	4.05	78	9999	999	26.2	999	99	99
2019	7	10	10	30	999	99	99	0.39	4.17	4.14	118	9999	999	26.2	999	99	99
2019	7	10	11	0	999	99	99	0.38	9.09	4.25	76	9999	999	26.1	999	99	99
2019	7	10	11	30	999	99	99	0.38	9.88	4.05	70	9999	999	26.1	999	99	99
2019	7	10	12	0	999	99	99	0.38	9.09	3.96	74	9999	999	26.1	999	99	99
2019	7	10	12	30	999	99	99	0.35	9.09	4.03	78	9999	999	26.1	999	99	99
2019	7	10	13	0	999	99	99	0.35	9.88	3.86	80	9999	999	26	999	99	99
2019	7	10	13	30	999	99	99	0.35	8.33	4.01	83	9999	999	26	999	99	99
2019	7	10	14	0	999	99	99	0.36	9.88	3.99	77	9999	999	26	999	99	99
2019	7	10	14	30	999	99	99	0.35	9.09	3.93	81	9999	999	26.2	999	99	99
2019	7	10	15	0	999	99	99	0.35	9.09	4.12	77	9999	999	26.2	999	99	99
2019	7	10	15	30	999	99	99	0.35	9.09	4.34	80	9999	999	26.3	999	99	99
2019	7	10	16	0	999	99	99	0.36	9.09	4.4	76	9999	999	26.4	999	99	99
2019	7	10	16	30	999	99	99	0.34	8.33	4.22	76	9999	999	26.6	999	99	99
2019	7	10	17	0	999	99	99	0.32	8.33	4.07	81	9999	999	26.8	999	99	99
2019	7	10	17	30	999	99	99	0.32	9.09	4.15	78	9999	999	26.8	999	99	99
2019	7	10	18	0	999	99	99	0.31	9.09	3.85	81	9999	999	26.9	999	99	99
2019	7	10	18	30	999	99	99	0.32	9.09	3.78	84	9999	999	26.9	999	99	99
2019	7	10	19	0	999	99	99	0.35	9.09	3.54	88	9999	999	26.8	999	99	99
2019	7	10	19	30	999	99	99	0.37	9.09	3.43	78	9999	999	26.8	999	99	99
2019	7	10	20	0	999	99	99	0.35	9.09	4.02	80	9999	999	26.8	999	99	99
2019	7	10	20	30	999	99	99	0.37	9.09	4.24	78	9999	999	26.8	999	99	99
2019	7	10	21	0	999	99	99	0.38	9.09	4.05	78	9999	999	26.8	999	99	99
2019	7	10	21	30	999	99	99	0.39	5.88	3.62	76	9999	999	26.8	999	99	99
2019	7	10	22	0	999	99	99	0.43	9.09	3.53	84	9999	999	26.7	999	99	99
2019	7	10	22	30	999	99	99	0.49	3.03	3.39	129	9999	999	26.6	999	99	99
2019	7	10	23	0	999	99	99	0.54	3.33	3.44	121	9999	999	26.4	999	99	99
2019	7	10	23	30	999	99	99	0.57	3.45	3.43	128	9999	999	26.3	999	99	99
2019	7	11	0	0	999	99	99	0.59	3.45	3.46	133	9999	999	26.3	999	99	99
2019	7	11	0	30	999	99	99	0.62	3.45	3.47	136	9999	999	26.3	999	99	99
2019	7	11	1	0	999	99	99	0.6	3.45	3.41	137	9999	999	26.2	999	99	99
2019	7	11	1	30	999	99	99	0.59	3.7	3.37	140	9999	999	26.1	999	99	99
2019	7	11	2	0	999	99	99	0.62	3.57	3.47	140	9999	999	26	999	99	99
2019	7	11	2	30	999	99	99	0.58	3.85	3.51	132	9999	999	25.9	999	99	99
2019	7	11	3	0	999	99	99	0.54	3.45	3.55	130	9999	999	25.9	999	99	99
2019	7	11	3	30	999	99	99	0.56	3.57	3.61	135	9999	999	25.9	999	99	99
2019	7	11	4	0	999	99	99	0.54	3.57	3.69	126	9999	999	25.8	999	99	99
2019	7	11	4	30	999	99	99	0.51	3.33	3.7	128	9999	999	25.8	999	99	99
2019	7	11	5	0	999	99	99	0.5	3.45	3.69	129	9999	999	25.7	999	99	99
2019	7	11	5	30	999	99	99	0.49	9.09	3.96	77	9999	999	25.7	999	99	99
2019	7	11	6	0	999	99	99	0.46	9.09	3.7	84	9999	999	25.7	999	99	99
2019	7	11	6	30	999	99	99	0.44	9.09	3.87	71	9999	999	25.7	999	99	99
2019	7	11	7	0	999	99	99	0.45	9.09	3.91	77	9999	999	25.7	999	99	99
2019	7	11	7	30	999	99	99	0.43	9.09	3.93	81	9999	999	25.7	999	99	99
2019	7	11	8	0	999	99	99	0.43	9.09	4.18	76	9999	999	25.6	999	99	99
2019	7	11	8	30	999	99	99	0.38	9.88	4.17	73	9999	999	25.5	999	99	99
2019	7	11	9	0	999	99	99	0.4	8.33	4.22	78	9999	999	25.4	999	99	99
2019	7	11	9	30	999	99	99	0.37	9.88	4.18	77	9999	999	25.3	999	99	99
2019	7	11	10	0	999	99	99	0.37	9.88	4.06	74	9999	999	25.2	999	99	99
2019	7	11	10	30	999	99	99	0.38	9.09	3.92	77	9999	999	25.2	999	99	99
2019	7	11	11	0	999	99	99	0.4	9.88	4.13	80	9999	999	25.1	999	99	99
2019	7	11	11	30	999	99	99	0.42	9.88	4.2	71	9999	999	25.1	999	99	99
2019	7	11	12	0	999	99	99	0.41	9.88	4.1	78	9999	999	25	999	99	99
2019	7	11	12	30	999	99	99	0.43	9.09	4.09	77	9999	999	25	999	99	99
2019	7	11	13	0	999	99	99	0.41	9.88	3.73	78	9999	999	25	999	99	99
2019	7	11	13	30	999	99	99	0.41	9.09	3.67	74	9999	999	25	999	99	99
2019	7	11	14	0	999	99	99	0.4	10.53	3.68	62	9999	999	25.1	999	99	99
2019	7	11	14	30	999	99	99	0.42	3.12	3.45	118	9999	999	25.2	999	99	99
2019	7	11	15	0	999	99	99	0.43	3.23	3.45	116	9999	999	25.2	999	99	99
2019	7	11	15	30	999	99	99	0.46	9.09	3.39	78	9999	999	25.4	999	99	99
2019	7	11	16	0	999	99	99	0.41	3.12	3.31	125	9999	999	25.5	999	99	99
2019	7	11	16	30	999	99	99	0.43	9.88	3.42	77	9999	999	25.6	999	99	99
2019	7	11	17	0	999	99	99	0.42	3.03	3.29	126	9999	999	25.7	999	99	99
2019	7	11	17	30	999	99	99	0.43	9.09	3.38	74	9999	999	25.7	999	99	99
2019	7	11	18	0	999	99	99	0.42	2.86	3.26	157	9999	999	25.8	999	99	99
2019	7	11	18	30	999	99	99	0.45	9.09	3.06	77	9999	999	25.7	999	99	99
2019	7	11	19	0	999	99	99	0.49	2.7	2.98	163	9999	999	25.7	999	99	99
2019	7	11	19	30	999	99	99	0.51	2.94	3.12	177	9999	999	25.8	999	99	99
2019	7	11	20	0	999	99	99	0.44	9.09	3.37	78	9999	999	25.8	999	99	99
2019	7	11	20	30	999	99	99	0.42	2.86	3.46	142	9999	999	25.9	999	99	99
2019	7	11	21	0	999	99	99	0.44	9.09	3.71	80	9999	999	25.9	999	99	99
2019	7	11	21	30	999	99	99	0.43	8.33	3.8	74	9999	999	26	999	99	99
2019	7	11	22	0	999	99	99	0.44	3.57	3.77	129	9999	999	26.1	999	99	99
2019	7	11	22	30	999	99	99	0.43	3.23	3.97	132	9999	999	26.1	999	99	99
2019	7	11	23	0	999	99	99	0.4	3.45	3.84	135	9999	999	26.1	999	99	99
2019	7	11	23	30	999	99	99	0.38	9.09	4.05	66	9999	999	26.1	999	99	99
2019	7	12	0	0	999	99	99	0.4	9.09	4.37	74	9999	999	26	999	99	99
2019	7	12	0	30	999	99	99	0.38	9.09	4.26	76	9999	999	25.9	999	99	99
2019	7	12	1	0	999	99	99	0.37	9.88	4.22	73	9999	999	25.8	999	99	99
2019	7	12	1	30	999	99	99	0.39	9.09	4.29	69	9999	999	25.7	999	99	99
2019	7	12	2	0	999	99	99	0.39	9.09	4.41	69	9999	999	25.6	999	99	99
2019	7	12	2	30	999	99	99	0.44	9.09	4.14	70	9999	999	25.5	999	99	99
2019	7	12	3	0	999	99	99	0.51	3.45	4.09	137	9999	999	25.4	999	99	99
2019	7	12	3	30	999	99	99	0.51	3.57	4.02	140	9999	999	25.4	999	99	99
2019	7	12	4	0	999	99	99	0.48	3.45	3.88	143	9999	999	25.3	999	99	99
2019	7	12	4	30	999	99	99	0.46	3.23	3.89	142	9999	999	25.3	999	99	99
2019	7	12	5	0	999	99	99	0.45	8.33	4.05	69	9999	999	25.3	999	99	99
2019	7	12	5	30	999	99	99	0.52	3.33	3.92	129	9999	999	25.3	999	99	99
2019	7	12	6	0	999	99	99	0.51	3.45	3.89	128	9999	999	25.3	999	99	99
2019	7	12	6	30	999	99	99	0.53	3.33	3.81	128	9999	999	25.2	999	99	99
2019	7	12	7	0	999	99	99	0.52	3.45	3.73	135	9999	999	25.2	999	99	99
2019	7	12	7	30	999	99	99	0.53	3.33	3.66	129	9999	999	25.2	999	99	99
2019	7	12	8	0	999	99	99	0.5	9.09	3.73	74	9999	999	25.2	999	99	99
2019	7	12	8	30	999	99	99	0.52	3.45	3.73	136	9999	999	25.1	999	99	99
2019	7	12	9	0	999	99	99	0.5	3.57	3.64	130	9999	999	25.1	999	99	99
2019	7	12	9	30	999	99	99	0.55	3.57	3.34	129	9999	999	25	999	99	99
2019	7	12	10	0	999	99	99	0.51	3.7	3.45	121	9999	999	25	999	99	99
2019	7	12	10	30	999	99	99	0.48	3.33	3.65	126	9999	999	25	999	99	99
2019	7	12	11	0	999	99	99	0.46	3.45	3.8	123	9999	999	25	999	99	99
2019	7	12	11	30	999	99	99	0.46	3.33	3.88	126	9999	999	25	999	99	99
2019	7	12	12	0	999	99	99	0.44	9.09	3.83	73	9999	999	25	999	99	99
2019	7	12	12	30	999	99	99	0.42	9.09	3.85	80	9999	999	25	999	99	99
2019	7	12	13	0	999	99	99	0.44	15.38	3.61	84	9999	999	25	999	99	99
2019	7	12	13	30	999	99	99	0.44	9.09	3.67	74	9999	999	25	999	99	99
2019	7	12	14	0	999	99	99	0.45	3.33	3.51	126	9999	999	25.1	999	99	99
2019	7	12	14	30	999	99	99	0.43	3.33	3.54	125	9999	999	25.2	999	99	99
2019	7	12	15	0	999	99	99	0.43	9.09	3.72	71	9999	999	25.5	999	99	99
2019	7	12	15	30	999	99	99	0.4	3.12	3.52	135	9999	999	25.8	999	99	99
2019	7	12	16	0	999	99	99	0.39	9.09	3.81	73	9999	999	25.9	999	99	99
2019	7	12	16	30	999	99	99	0.4	3.03	3.62	130	9999	999	26.1	999	99	99
2019	7	12	17	0	999	99	99	0.43	9.09	3.66	76	9999	999	26.3	999	99	99
2019	7	12	17	30	999	99	99	0.44	9.09	3.56	71	9999	999	26.6	999	99	99
2019	7	12	18	0	999	99	99	0.49	3.33	3.53	144	9999	999	26.4	999	99	99
2019	7	12	18	30	999	99	99	0.52	3.33	3.45	133	9999	999	26.3	999	99	99
2019	7	12	19	0	999	99	99	0.52	14.29	3.51	91	9999	999	25.9	999	99	99
2019	7	12	19	30	999	99	99	0.48	9.09	3.58	74	9999	999	26.4	999	99	99
2019	7	12	20	0	999	99	99	0.46	9.09	3.56	73	9999	999	26.1	999	99	99
2019	7	12	20	30	999	99	99	0.43	14.29	3.49	91	9999	999	26.1	999	99	99
2019	7	12	21	0	999	99	99	0.41	14.29	3.42	90	9999	999	26	999	99	99
2019	7	12	21	30	999	99	99	0.45	9.09	3.12	73	9999	999	25.9	999	99	99
2019	7	12	22	0	999	99	99	0.5	14.29	3.18	80	9999	999	25.9	999	99	99
2019	7	12	22	30	999	99	99	0.47	14.29	3.26	84	9999	999	26	999	99	99
2019	7	12	23	0	999	99	99	0.49	3.12	3.28	125	9999	999	26.1	999	99	99
2019	7	13	0	0	999	99	99	0.48	2.94	3.36	122	9999	999	26	999	99	99
2019	7	13	0	30	999	99	99	0.46	14.29	3.43	91	9999	999	26.1	999	99	99
2019	7	13	1	0	999	99	99	0.45	14.29	3.56	85	9999	999	26.1	999	99	99
2019	7	13	1	30	999	99	99	0.41	14.29	3.8	87	9999	999	26.1	999	99	99
2019	7	13	2	0	999	99	99	0.37	9.09	3.81	71	9999	999	26	999	99	99
2019	7	13	2	30	999	99	99	0.39	14.29	4.04	88	9999	999	26.1	999	99	99
2019	7	13	3	0	999	99	99	0.38	9.09	3.99	81	9999	999	26.2	999	99	99
2019	7	13	3	30	999	99	99	0.39	3.03	3.89	121	9999	999	26.1	999	99	99
2019	7	13	4	0	999	99	99	0.4	9.09	4	70	9999	999	26.1	999	99	99
2019	7	13	4	30	999	99	99	0.38	3.12	3.85	119	9999	999	26	999	99	99
2019	7	13	5	0	999	99	99	0.4	14.29	3.84	80	9999	999	26	999	99	99
2019	7	13	5	30	999	99	99	0.41	8.33	3.31	74	9999	999	26	999	99	99
2019	7	13	6	0	999	99	99	0.44	7.14	3.46	78	9999	999	26	999	99	99
2019	7	13	6	30	999	99	99	0.47	8.33	3.56	74	9999	999	26	999	99	99
2019	7	13	7	0	999	99	99	0.46	8.33	3.61	71	9999	999	25.9	999	99	99
2019	7	13	7	30	999	99	99	0.43	14.29	3.63	76	9999	999	25.9	999	99	99
2019	7	13	8	0	999	99	99	0.45	3.03	3.62	80	9999	999	25.9	999	99	99
2019	7	13	8	30	999	99	99	0.44	9.09	3.78	74	9999	999	26	999	99	99
2019	7	13	9	0	999	99	99	0.45	8.33	3.84	69	9999	999	26.1	999	99	99
2019	7	13	9	30	999	99	99	0.45	4	3.78	56	9999	999	26.1	999	99	99
2019	7	13	10	0	999	99	99	0.45	14.29	3.93	78	9999	999	26.1	999	99	99
2019	7	13	10	30	999	99	99	0.45	8.33	4.02	76	9999	999	26.1	999	99	99
2019	7	13	11	0	999	99	99	0.45	3.45	3.83	32	9999	999	26.1	999	99	99
2019	7	13	11	30	999	99	99	0.46	3.57	3.91	74	9999	999	26.1	999	99	99
2019	7	13	12	0	999	99	99	0.43	14.29	3.92	74	9999	999	26.1	999	99	99
2019	7	13	12	30	999	99	99	0.46	3.45	3.97	97	9999	999	26	999	99	99
2019	7	13	13	0	999	99	99	0.45	3.33	4.01	108	9999	999	26.1	999	99	99
2019	7	13	13	30	999	99	99	0.44	14.29	3.95	83	9999	999	26.3	999	99	99
2019	7	13	14	0	999	99	99	0.44	8.33	3.92	80	9999	999	26.4	999	99	99
2019	7	13	14	30	999	99	99	0.43	9.09	4.05	78	9999	999	26.9	999	99	99
2019	7	13	15	0	999	99	99	0.42	14.29	4.03	80	9999	999	26.9	999	99	99
2019	7	13	15	30	999	99	99	0.42	14.29	4.22	78	9999	999	27.2	999	99	99
2019	7	13	16	0	999	99	99	0.41	14.29	3.91	90	9999	999	27.5	999	99	99
2019	7	13	16	30	999	99	99	0.4	14.29	3.8	83	9999	999	27.5	999	99	99
2019	7	13	17	0	999	99	99	0.4	13.33	3.75	84	9999	999	27.6	999	99	99
2019	7	13	17	30	999	99	99	0.4	14.29	3.84	90	9999	999	28.2	999	99	99
2019	7	13	18	0	999	99	99	0.4	9.09	3.84	78	9999	999	28.3	999	99	99
2019	7	13	18	30	999	99	99	0.4	9.09	3.96	78	9999	999	28	999	99	99
2019	7	13	19	0	999	99	99	0.38	14.29	3.77	85	9999	999	27.8	999	99	99
