#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 05 01 57 999 99.0 99.0  1.50 14.29 11.71 264 9999.0 999.0  13.5 999.0 99.0 99.00
2019 01 05 02 27 999 99.0 99.0  1.39 13.33 11.28 265 9999.0 999.0  13.4 999.0 99.0 99.00
2019 01 05 02 57 999 99.0 99.0  1.65 14.29 12.06 265 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 03 27 999 99.0 99.0  1.50 13.33 11.80 264 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 03 57 999 99.0 99.0  1.47 14.29 11.88 267 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 04 27 999 99.0 99.0  1.66 14.29 12.01 268 9999.0 999.0  12.8 999.0 99.0 99.00
2019 01 05 04 57 999 99.0 99.0  1.74 14.29 12.00 272 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 05 27 999 99.0 99.0  1.70 14.29 11.89 271 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 05 57 999 99.0 99.0  1.75 14.29 11.87 272 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 06 27 999 99.0 99.0  1.78 16.67 11.99 265 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 06 57 999 99.0 99.0  1.85 15.38 11.79 267 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 07 27 999 99.0 99.0  1.73 14.29 11.36 271 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 07 57 999 99.0 99.0  1.74 16.67 11.60 269 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 08 27 999 99.0 99.0  1.96 16.67 11.61 262 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 08 57 999 99.0 99.0  1.78 14.29 11.00 269 9999.0 999.0  12.7 999.0 99.0 99.00
2019 01 05 09 27 999 99.0 99.0  2.16 16.67 11.92 265 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 09 57 999 99.0 99.0  1.99 15.38 11.57 265 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 10 27 999 99.0 99.0  2.11 14.29 11.48 271 9999.0 999.0  12.6 999.0 99.0 99.00
2019 01 05 10 57 999 99.0 99.0  2.12 14.29 11.57 271 9999.0 999.0  12.7 999.0 99.0 99.00
